url,no of dots,presence of hyphen,len of url,presence of at,presence of double slash,no of subdir,no of subdomain,len of domain,no of queries,is IP,presence of Suspicious_TLD,presence of suspicious domain,label
ikman.lk,0,0,8,0,0,0,0,0,0,0,0,0,0
google.sk,0,0,9,0,0,0,0,0,0,0,0,0,0
jd.com,0,0,6,0,0,0,0,0,0,0,0,0,0
foreignpolicy.com,0,0,17,0,0,0,0,0,0,0,0,0,0
poemhunter.com,0,0,14,0,0,0,0,0,0,0,0,0,0
best-hashtags.com,0,0,17,0,0,0,0,0,0,0,0,0,0
unity.com,0,0,9,0,0,0,0,0,0,0,0,0,0
winrar-soft.ru/download.php?file=winrar,0,0,39,0,0,1,0,0,11,0,0,0,1
arb4host.com,0,0,12,0,0,0,0,0,0,0,0,0,0
stockx.com,0,0,10,0,0,0,0,0,0,0,0,0,0
wsj.com,0,0,7,0,0,0,0,0,0,0,0,0,0
coverfox.com,0,0,12,0,0,0,0,0,0,0,0,0,0
pimpandhost.com,0,0,15,0,0,0,0,0,0,0,0,0,0
avgle.com,0,0,9,0,0,0,0,0,0,0,0,0,0
motor-talk.de,0,0,13,0,0,0,0,0,0,0,0,0,0
freecharge.in,0,0,13,0,0,0,0,0,0,0,0,0,0
whattomine.com,0,0,14,0,0,0,0,0,0,0,0,0,0
reed.co.uk,0,0,10,0,0,0,0,0,0,0,0,0,0
kshow123.net,0,0,12,0,0,0,0,0,0,0,0,0,0
fitgirl-repacks.site,0,0,20,0,0,0,0,0,0,0,0,0,0
forextime.com,0,0,13,0,0,0,0,0,0,0,0,0,0
zaycev.net,0,0,10,0,0,0,0,0,0,0,0,0,0
anandabazar.com,0,0,15,0,0,0,0,0,0,0,0,0,0
downspeedtest.com,0,0,17,0,0,0,0,0,0,0,0,0,0
slimxxxtubelzv.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,56,0,0,2,1,0,0,0,0,0,1
stibee.com,0,0,10,0,0,0,0,0,0,0,0,0,0
dropbox.com,0,0,11,0,0,0,0,0,0,0,0,0,0
concede.fmtlib.net/khoklj2.html,0,0,31,0,0,1,1,0,0,0,0,0,1
qhyhgf.com,0,0,10,0,0,0,0,0,0,0,0,0,0
roorbong.com/,0,0,13,0,0,1,0,0,0,0,0,0,1
mvideo.ru,0,0,9,0,0,0,0,0,0,0,0,0,0
chinadaily.com.cn,0,0,17,0,0,0,0,0,0,0,0,0,0
ditiezu.com,0,0,11,0,0,0,0,0,0,0,0,0,0
telecinco.es,0,0,12,0,0,0,0,0,0,0,0,0,0
flyertea.com,0,0,12,0,0,0,0,0,0,0,0,0,0
tupaki.com,0,0,10,0,0,0,0,0,0,0,0,0,0
paopaoche.net,0,0,13,0,0,0,0,0,0,0,0,0,0
mubasher.info,0,0,13,0,0,0,0,0,0,0,0,0,0
sephora.com,0,0,11,0,0,0,0,0,0,0,0,0,0
entretenimento.uol.com.br,0,0,25,0,0,0,1,0,0,0,0,0,0
learnersdictionary.com,0,0,22,0,0,0,0,0,0,0,0,0,0
eldorado.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
newpost.gr,0,0,10,0,0,0,0,0,0,0,0,0,0
nonotifications.com,0,0,19,0,0,0,0,0,0,0,0,0,0
adobelogin.com,0,0,14,0,0,0,0,0,0,0,0,0,0
xe.com,0,0,6,0,0,0,0,0,0,0,0,0,0
gigabyte.com,0,0,12,0,0,0,0,0,0,0,0,0,0
ministerio-publi.info/web/hot-venda/hven_03.php,0,0,47,0,0,3,0,0,0,0,0,0,1
biomedcentral.com,0,0,17,0,0,0,0,0,0,0,0,0,0
ggbtc.vip,0,0,9,0,0,0,0,0,0,0,0,0,0
pradakomechanicals.com/,0,0,23,0,0,1,0,0,0,0,0,0,1
360zebra.com,0,0,12,0,0,0,0,0,0,0,0,0,0
goody25.com,0,0,11,0,0,0,0,0,0,0,0,0,0
immoweb.be,0,0,10,0,0,0,0,0,0,0,0,0,0
annapurnapost.com,0,0,17,0,0,0,0,0,0,0,0,0,0
promiedos.com.ar,0,0,16,0,0,0,0,0,0,0,0,0,0
143mov.com,0,0,10,0,0,0,0,0,0,0,0,0,0
cri.cn,0,0,6,0,0,0,0,0,0,0,0,0,0
aminev.com/HSBC_BANK-STORAGE.DATA/new_payment-document.html,0,0,59,0,0,2,0,0,0,0,0,0,1
aleteia.org,0,0,11,0,0,0,0,0,0,0,0,0,0
media-dl.co,0,0,11,0,0,0,0,0,0,0,0,0,0
cashnet.com,0,0,11,0,0,0,0,0,0,0,0,0,0
letpub.com.cn,0,0,13,0,0,0,0,0,0,0,0,0,0
lci.fr,0,0,6,0,0,0,0,0,0,0,0,0,0
newbalance.tmall.com,0,0,20,0,0,0,1,0,0,0,0,0,0
ecourts.gov.in,0,0,14,0,0,0,0,0,0,0,0,0,0
issuu.com,0,0,9,0,0,0,0,0,0,0,0,0,0
vpay.co.kr,0,0,10,0,0,0,0,0,0,0,0,0,0
jetblue.com,0,0,11,0,0,0,0,0,0,0,0,0,0
bioskopkeren.website,0,0,20,0,0,0,0,0,0,0,0,0,0
eekro.cruisingsmallship.com/oaglotogoa/pusoathuth/okexithejo/files/,0,0,67,0,0,5,1,0,0,0,0,0,1
aif.ru,0,0,6,0,0,0,0,0,0,0,0,0,0
hugoboss.tmall.com,0,0,18,0,0,0,1,0,0,0,0,0,0
pictame.com,0,0,11,0,0,0,0,0,0,0,0,0,0
georgetown.edu,0,0,14,0,0,0,0,0,0,0,0,0,0
turkishairlines.com,0,0,19,0,0,0,0,0,0,0,0,0,0
poloniex.com,0,0,12,0,0,0,0,0,0,0,0,0,0
tessuti.co.uk,0,0,13,0,0,0,0,0,0,0,0,0,0
doshisha.ac.jp,0,0,14,0,0,0,0,0,0,0,0,0,0
www.pieiron.co.uk/,0,0,18,0,0,1,1,0,0,0,0,0,1
skyscanner.com,0,0,14,0,0,0,0,0,0,0,0,0,0
dotabuff.com,0,0,12,0,0,0,0,0,0,0,0,0,0
clickbank.com,0,0,13,0,0,0,0,0,0,0,0,0,0
sunoresearch.com.br,0,0,19,0,0,0,0,0,0,0,0,0,0
crowdworks.jp,0,0,13,0,0,0,0,0,0,0,0,0,0
wordreference.com,0,0,17,0,0,0,0,0,0,0,0,0,0
freefblikes.phpnet.us,0,0,21,0,0,0,1,0,0,0,0,0,1
usembassy.gov,0,0,13,0,0,0,0,0,0,0,0,0,0
concursolutions.com,0,0,19,0,0,0,0,0,0,0,0,0,0
in.gov.br,0,0,9,0,0,0,0,0,0,0,0,0,0
5ch.net,0,0,7,0,0,0,0,0,0,0,0,0,0
pdfdrive.com,0,0,12,0,0,0,0,0,0,0,0,0,0
pc0359.cn,0,0,9,0,0,0,0,0,0,0,0,0,0
www.scanmyphones.com/fatalvirus/mx/101/index.php?countryname=United%20Kingdom&brand=&model=&isp=PlusNet%20Technologies%20Ltd&voluumdata=vid..00000008-5d87-4a50-8000-000000000000__vpid..15af7000-bf52-11e4-8afe-28ca782357aa__caid..b012dd3a-0871-4fc2-a5d8-8f6e6e30c334__lid..281f1d6a-3f5c-4aef-b00d-8178c6d9f00f__rt..D__oid1..14fdf5b9-f153-4ad7-9aec-c61b2432d31e,0,0,359,0,0,4,1,0,310,0,0,0,1
fotolia.com,0,0,11,0,0,0,0,0,0,0,0,0,0
salon77.co.uk/1.html,0,0,20,0,0,1,0,0,0,0,0,0,1
gamewith.net,0,0,12,0,0,0,0,0,0,0,0,0,0
paultan.org,0,0,11,0,0,0,0,0,0,0,0,0,0
elblog.com,0,0,10,0,0,0,0,0,0,0,0,0,0
hotpads.com,0,0,11,0,0,0,0,0,0,0,0,0,0
commonsensemedia.org,0,0,20,0,0,0,0,0,0,0,0,0,0
namasha.com,0,0,11,0,0,0,0,0,0,0,0,0,0
rotoworld.com,0,0,13,0,0,0,0,0,0,0,0,0,0
etudier.com,0,0,11,0,0,0,0,0,0,0,0,0,0
zwskw.com,0,0,9,0,0,0,0,0,0,0,0,0,0
depor.com,0,0,9,0,0,0,0,0,0,0,0,0,0
vtm.be,0,0,6,0,0,0,0,0,0,0,0,0,0
chetor.com,0,0,10,0,0,0,0,0,0,0,0,0,0
mitele.es,0,0,9,0,0,0,0,0,0,0,0,0,0
expedia.ca,0,0,10,0,0,0,0,0,0,0,0,0,0
mining120.com,0,0,13,0,0,0,0,0,0,0,0,0,0
alodokter.com,0,0,13,0,0,0,0,0,0,0,0,0,0
gurushots.com,0,0,13,0,0,0,0,0,0,0,0,0,0
spitogatos.gr,0,0,13,0,0,0,0,0,0,0,0,0,0
soccerstand.com,0,0,15,0,0,0,0,0,0,0,0,0,0
petlove.com.br,0,0,14,0,0,0,0,0,0,0,0,0,0
chinatimes.com,0,0,14,0,0,0,0,0,0,0,0,0,0
hajoopteg.com,0,0,13,0,0,0,0,0,0,0,0,0,0
smadav.net,0,0,10,0,0,0,0,0,0,0,0,0,0
hsn.com,0,0,7,0,0,0,0,0,0,0,0,0,0
sportbox.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
jxmall.com,0,0,10,0,0,0,0,0,0,0,0,0,0
securitywebservices.com/HNXZAxrMNC.js,0,0,37,0,0,1,0,0,0,0,0,0,1
springer.com,0,0,12,0,0,0,0,0,0,0,0,0,0
readtheory.org,0,0,14,0,0,0,0,0,0,0,0,0,0
rqb.ir,0,0,6,0,0,0,0,0,0,0,0,0,0
velvet.hu,0,0,9,0,0,0,0,0,0,0,0,0,0
cam.ac.uk,0,0,9,0,0,0,0,0,0,0,0,0,0
currys.co.uk,0,0,12,0,0,0,0,0,0,0,0,0,0
tcsion.com,0,0,10,0,0,0,0,0,0,0,0,0,0
spiceworks.com,0,0,14,0,0,0,0,0,0,0,0,0,0
diep.io,0,0,7,0,0,0,0,0,0,0,0,0,0
theinventory.com,0,0,16,0,0,0,0,0,0,0,0,0,0
mrpornogratis.xxx,0,0,17,0,0,0,0,0,0,0,0,0,0
abplus.ir,0,0,9,0,0,0,0,0,0,0,0,0,0
www.two-of-us.at/images/777.exe,0,0,31,0,0,2,1,0,0,0,0,0,1
hbogo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
bankleumi.co.il,0,0,15,0,0,0,0,0,0,0,0,0,0
oikotie.fi,0,0,10,0,0,0,0,0,0,0,0,0,0
ew.com,0,0,6,0,0,0,0,0,0,0,0,0,0
chinabus.info,0,0,13,0,0,0,0,0,0,0,0,0,0
infojobs.com.br,0,0,15,0,0,0,0,0,0,0,0,0,0
montiboutique.com,0,0,17,0,0,0,0,0,0,0,0,0,0
enhancv.com,0,0,11,0,0,0,0,0,0,0,0,0,0
bigcommerce.com,0,0,15,0,0,0,0,0,0,0,0,0,0
greetingsisland.com,0,0,19,0,0,0,0,0,0,0,0,0,0
rfa.org,0,0,7,0,0,0,0,0,0,0,0,0,0
iitk.ac.in,0,0,10,0,0,0,0,0,0,0,0,0,0
krsa2gno.important-security-brower-alert.com/0H4RuV82F4sgUoM42smmqB4doKnVprIJ/,0,0,78,0,0,2,1,0,0,0,0,0,1
manualslib.com,0,0,14,0,0,0,0,0,0,0,0,0,0
crowdcube.com,0,0,13,0,0,0,0,0,0,0,0,0,0
abanca.com,0,0,10,0,0,0,0,0,0,0,0,0,0
creativebloq.com,0,0,16,0,0,0,0,0,0,0,0,0,0
melon.com,0,0,9,0,0,0,0,0,0,0,0,0,0
bu.edu,0,0,6,0,0,0,0,0,0,0,0,0,0
investing.com,0,0,13,0,0,0,0,0,0,0,0,0,0
rsalcaw.com,0,0,11,0,0,0,0,0,0,0,0,0,0
kaspi.kz,0,0,8,0,0,0,0,0,0,0,0,0,0
made.com,0,0,8,0,0,0,0,0,0,0,0,0,0
isonomia.com.ar/vwyryztlkn/nsxiquronl.html,0,0,42,0,0,2,0,0,0,0,0,0,1
newsbeast.gr,0,0,12,0,0,0,0,0,0,0,0,0,0
technews.tw,0,0,11,0,0,0,0,0,0,0,0,0,0
gettyimages.co.jp,0,0,17,0,0,0,0,0,0,0,0,0,0
gossiplankanews.com,0,0,19,0,0,0,0,0,0,0,0,0,0
slidemodel.com,0,0,14,0,0,0,0,0,0,0,0,0,0
gamovideo.com,0,0,13,0,0,0,0,0,0,0,0,0,0
ynet.co.il,0,0,10,0,0,0,0,0,0,0,0,0,0
myshared.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
androidfilehost.com,0,0,19,0,0,0,0,0,0,0,0,0,0
5iyingxiao.com,0,0,14,0,0,0,0,0,0,0,0,0,0
livescience.com,0,0,15,0,0,0,0,0,0,0,0,0,0
sabangnet.co.kr,0,0,15,0,0,0,0,0,0,0,0,0,0
slimxxxtubeyza.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,56,0,0,2,1,0,0,0,0,0,1
steamcn.com,0,0,11,0,0,0,0,0,0,0,0,0,0
jakke.co.uk,0,0,11,0,0,0,0,0,0,0,0,0,0
topfo.com,0,0,9,0,0,0,0,0,0,0,0,0,0
patrickhickey.eu/concertina-free-short-skits-scripts-in-hindi-for-independence-day/,0,0,83,0,0,2,0,0,0,0,0,0,1
leroymerlin.ru,0,0,14,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.26.3/11431055/dragon+naturally+speaking+9.0.exe,0,0,69,0,0,4,1,0,0,0,0,0,1
daurifek.net,0,0,12,0,0,0,0,0,0,0,0,0,0
shopee.ph,0,0,9,0,0,0,0,0,0,0,0,0,0
microsoft.com,0,0,13,0,0,0,0,0,0,0,0,0,0
dicasdereceita.xyz,0,0,18,0,0,0,0,0,0,0,0,0,0
caak.mn,0,0,7,0,0,0,0,0,0,0,0,0,0
animesonline.vip,0,0,16,0,0,0,0,0,0,0,0,0,0
mopon.ir,0,0,8,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.26.3/5345299/vietkey.exe,0,0,46,0,0,4,1,0,0,0,0,0,1
multimilltracks.com,0,0,19,0,0,0,0,0,0,0,0,0,0
fzmovies.net,0,0,12,0,0,0,0,0,0,0,0,0,0
opensurvey.co.kr,0,0,16,0,0,0,0,0,0,0,0,0,0
who.int,0,0,7,0,0,0,0,0,0,0,0,0,0
usajobs.gov,0,0,11,0,0,0,0,0,0,0,0,0,0
dl.downf468.com/n/3.0.26.3/4812448/pointage+d%E2%80%99heures.exe,0,0,64,0,0,4,1,0,0,0,0,0,1
google.com.au,0,0,13,0,0,0,0,0,0,0,0,0,0
japanet.co.jp,0,0,13,0,0,0,0,0,0,0,0,0,0
61saat.com,0,0,10,0,0,0,0,0,0,0,0,0,0
jooble.org,0,0,10,0,0,0,0,0,0,0,0,0,0
idealista.it,0,0,12,0,0,0,0,0,0,0,0,0,0
temp-mail.org,0,0,13,0,0,0,0,0,0,0,0,0,0
iqiyi.com,0,0,9,0,0,0,0,0,0,0,0,0,0
readto.ru,0,0,9,0,0,0,0,0,0,0,0,0,0
airfrance.fr,0,0,12,0,0,0,0,0,0,0,0,0,0
domaintools.com,0,0,15,0,0,0,0,0,0,0,0,0,0
premierleague.com,0,0,17,0,0,0,0,0,0,0,0,0,0
unalbilgisayar.com,0,0,18,0,0,0,0,0,0,0,0,0,1
rocksresort.com.au/image/pdf.exe Trojan.Zbot,0,0,44,0,0,2,0,0,0,0,0,0,1
usaa.com,0,0,8,0,0,0,0,0,0,0,0,0,0
sendgrid.net,0,0,12,0,0,0,0,0,0,0,0,0,0
directxex.com/uploads/1010343014.server12345.exe,0,0,48,0,0,2,0,0,0,0,0,0,1
dhnet.be,0,0,8,0,0,0,0,0,0,0,0,0,0
go2linkfast.com,0,0,15,0,0,0,0,0,0,0,0,0,0
securitywebservices.com/aEubV1l8Cu.js,0,0,37,0,0,1,0,0,0,0,0,0,1
mkyong.com,0,0,10,0,0,0,0,0,0,0,0,0,0
greythr.com,0,0,11,0,0,0,0,0,0,0,0,0,0
elliberal.com.ar,0,0,16,0,0,0,0,0,0,0,0,0,0
w4988.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=85c26940bd074d9ebe8290842bca496331374b71c3b8806954f77f9,1,0,120,0,0,3,2,0,73,0,0,0,1
liberal.gr,0,0,10,0,0,0,0,0,0,0,0,0,0
tsite.jp,0,0,8,0,0,0,0,0,0,0,0,0,0
windows.net,0,0,11,0,0,0,0,0,0,0,0,0,0
ziprecruiter.com,0,0,16,0,0,0,0,0,0,0,0,0,0
appcast.io,0,0,10,0,0,0,0,0,0,0,0,0,0
govdelivery.com,0,0,15,0,0,0,0,0,0,0,0,0,0
goo.ne.jp,0,0,9,0,0,0,0,0,0,0,0,0,0
toppreise.ch,0,0,12,0,0,0,0,0,0,0,0,0,0
korepo.com,0,0,10,0,0,0,0,0,0,0,0,0,0
hd-streams.org,0,0,14,0,0,0,0,0,0,0,0,0,0
umass.edu,0,0,9,0,0,0,0,0,0,0,0,0,0
semanticscholar.org,0,0,19,0,0,0,0,0,0,0,0,0,0
chapintv.com,0,0,12,0,0,0,0,0,0,0,0,0,0
mynet.com,0,0,9,0,0,0,0,0,0,0,0,0,0
hsbc.co.in,0,0,10,0,0,0,0,0,0,0,0,0,0
freep.com,0,0,9,0,0,0,0,0,0,0,0,0,0
directxex.com/uploads/1552287385.igfxtray.exe Win32/CoinMiner.IS,0,0,64,0,0,3,0,0,0,0,0,0,1
avgle.io,0,0,8,0,0,0,0,0,0,0,0,0,0
bradsdeals.com,0,0,14,0,0,0,0,0,0,0,0,0,0
focuusing.com,0,0,13,0,0,0,0,0,0,0,0,0,0
gomcgill.com,0,0,12,0,0,0,0,0,0,0,0,0,0
tz.de,0,0,5,0,0,0,0,0,0,0,0,0,0
svpressa.ru,0,0,11,0,0,0,0,0,0,0,0,0,0
google.com.gt,0,0,13,0,0,0,0,0,0,0,0,0,0
ganeshaspeaks.com,0,0,17,0,0,0,0,0,0,0,0,0,0
sanya.vipc2f.com/ceqxwu3.html,0,0,29,0,0,1,1,0,0,0,0,0,1
mesrs.dz,0,0,8,0,0,0,0,0,0,0,0,0,0
thejasminebrand.com,0,0,19,0,0,0,0,0,0,0,0,0,0
download.ttrili.com:98/Setup[11]-rl.exe,0,0,39,0,0,1,1,0,0,0,0,0,1
tommy.com,0,0,9,0,0,0,0,0,0,0,0,0,0
homedepot.com,0,0,13,0,0,0,0,0,0,0,0,0,0
converse.com,0,0,12,0,0,0,0,0,0,0,0,0,0
madeiramadeira.com.br,0,0,21,0,0,0,0,0,0,0,0,0,0
airbnb.fr,0,0,9,0,0,0,0,0,0,0,0,0,0
pcloud.com,0,0,10,0,0,0,0,0,0,0,0,0,0
decota.es/111,0,0,13,0,0,1,0,0,0,0,0,0,1
bmail1.uol.com.br,0,0,17,0,0,0,1,0,0,0,0,0,0
admitad.com,0,0,11,0,0,0,0,0,0,0,0,0,0
google.jo,0,0,9,0,0,0,0,0,0,0,0,0,0
sarkariexam.com,0,0,15,0,0,0,0,0,0,0,0,0,0
interactivearea.ru/tjnmfqjver/tswcsbafys.html,0,0,45,0,0,2,0,0,0,0,0,0,1
xywy.com,0,0,8,0,0,0,0,0,0,0,0,0,0
bmf.gv.at,0,0,9,0,0,0,0,0,0,0,0,0,0
point2homes.com,0,0,15,0,0,0,0,0,0,0,0,0,0
grendizer.biz/fattura/fattura05032014.zip,0,0,41,0,0,2,0,0,0,0,0,0,1
gamewith.jp,0,0,11,0,0,0,0,0,0,0,0,0,0
midiario.com,0,0,12,0,0,0,0,0,0,0,0,0,0
inside.news,0,0,11,0,0,0,0,0,0,0,0,0,0
teknosa.com,0,0,11,0,0,0,0,0,0,0,0,0,0
dashnet.org,0,0,11,0,0,0,0,0,0,0,0,0,0
999fitness.com/HSBC_BANK-STORAGE-DATA/new_payment.html,0,0,54,0,0,2,0,0,0,0,0,0,1
frompdftodoc.com,0,0,16,0,0,0,0,0,0,0,0,0,0
nash-dom2.su,0,0,12,0,0,0,0,0,0,0,0,0,0
warbyparker.com,0,0,15,0,0,0,0,0,0,0,0,0,0
mail.com,0,0,8,0,0,0,0,0,0,0,0,0,0
soratemplates.com,0,0,17,0,0,0,0,0,0,0,0,0,0
hamburg.de,0,0,10,0,0,0,0,0,0,0,0,0,0
dropmefiles.com,0,0,15,0,0,0,0,0,0,0,0,0,0
leadnote.me,0,0,11,0,0,0,0,0,0,0,0,0,0
directxex.com/uploads/164923136.cpu.exe,0,0,39,0,0,2,0,0,0,0,0,0,1
cannabislyric.com/,0,0,18,0,0,1,0,0,0,0,0,0,1
lelang.ru,0,0,9,0,0,0,0,0,0,0,0,0,0
propakistani.pk,0,0,15,0,0,0,0,0,0,0,0,0,0
youla.ru,0,0,8,0,0,0,0,0,0,0,0,0,0
chaoshi.tmall.com,0,0,17,0,0,0,1,0,0,0,0,0,0
escavador.com,0,0,13,0,0,0,0,0,0,0,0,0,0
kotsovolos.gr,0,0,13,0,0,0,0,0,0,0,0,0,0
7sur7.be,0,0,8,0,0,0,0,0,0,0,0,0,0
80073.com,0,0,9,0,0,0,0,0,0,0,0,0,0
wistia.com,0,0,10,0,0,0,0,0,0,0,0,0,0
logix.in,0,0,8,0,0,0,0,0,0,0,0,0,0
nairaland.com,0,0,13,0,0,0,0,0,0,0,0,0,0
vodafone.cz,0,0,11,0,0,0,0,0,0,0,0,0,0
kogan.com,0,0,9,0,0,0,0,0,0,0,0,0,0
teprom.it/BANK.STORAGE-DATA/secure_document.html,0,0,48,0,0,2,0,0,0,0,0,0,1
bloomberg.com,0,0,13,0,0,0,0,0,0,0,0,0,0
busbud.com,0,0,10,0,0,0,0,0,0,0,0,0,0
detran.rj.gov.br,0,0,16,0,0,0,0,0,0,0,0,0,0
volafile.org,0,0,12,0,0,0,0,0,0,0,0,0,0
wanyx.com,0,0,9,0,0,0,0,0,0,0,0,0,0
makemytrip.com,0,0,14,0,0,0,0,0,0,0,0,0,0
blogto.com,0,0,10,0,0,0,0,0,0,0,0,0,0
anu.edu.au,0,0,10,0,0,0,0,0,0,0,0,0,0
hemnet.se,0,0,9,0,0,0,0,0,0,0,0,0,0
chicagotribune.com,0,0,18,0,0,0,0,0,0,0,0,0,0
alpha.gr,0,0,8,0,0,0,0,0,0,0,0,0,0
huoxing24.com,0,0,13,0,0,0,0,0,0,0,0,0,0
correiobraziliense.com.br,0,0,25,0,0,0,0,0,0,0,0,0,0
huim.com,0,0,8,0,0,0,0,0,0,0,0,0,0
www.vipcpms.com/watch?key=e722a8eea048590dd97760d8b657327b&scrWidth=1680&scrHeight=1050&tz=0,0,0,92,0,0,1,1,0,70,0,0,0,1
powershopnet.net,0,0,16,0,0,0,0,0,0,0,0,0,1
citizensbankonline.com,0,0,22,0,0,0,0,0,0,0,0,0,0
tube8vidsjan.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
torontomls.net,0,0,14,0,0,0,0,0,0,0,0,0,0
opendns.com,0,0,11,0,0,0,0,0,0,0,0,0,0
argaam.com,0,0,10,0,0,0,0,0,0,0,0,0,0
liqu.com,0,0,8,0,0,0,0,0,0,0,0,0,0
theonion.com,0,0,12,0,0,0,0,0,0,0,0,0,0
frmoda.com,0,0,10,0,0,0,0,0,0,0,0,0,0
elgenero.com,0,0,12,0,0,0,0,0,0,0,0,0,0
news-jupiter.com,0,0,16,0,0,0,0,0,0,0,0,0,0
fo5.a1-downloader.org/g2v9s1.php?id=yourname@yourdomain.com,0,0,59,0,0,1,1,0,26,0,0,0,1
omicsonline.org,0,0,15,0,0,0,0,0,0,0,0,0,0
moneydj.com,0,0,11,0,0,0,0,0,0,0,0,0,0
hi.ru,0,0,5,0,0,0,0,0,0,0,0,0,0
chatango.com,0,0,12,0,0,0,0,0,0,0,0,0,0
studytonight.com,0,0,16,0,0,0,0,0,0,0,0,0,0
download-archiver.ru,0,0,20,0,0,0,0,0,0,0,0,0,1
angonoticias.com,0,0,16,0,0,0,0,0,0,0,0,0,0
rallydev.com,0,0,12,0,0,0,0,0,0,0,0,0,0
laureate.net,0,0,12,0,0,0,0,0,0,0,0,0,0
reclamus.com/9uj8n76b5.exe,0,0,26,0,0,1,0,0,0,0,0,0,1
megatorrenthd.net,0,0,17,0,0,0,0,0,0,0,0,0,0
klamm.de,0,0,8,0,0,0,0,0,0,0,0,0,0
afip.gob.ar,0,0,11,0,0,0,0,0,0,0,0,0,0
anjuke.com,0,0,10,0,0,0,0,0,0,0,0,0,0
nos.nl,0,0,6,0,0,0,0,0,0,0,0,0,0
6pm.com,0,0,7,0,0,0,0,0,0,0,0,0,0
chronicle.gi,0,0,12,0,0,0,0,0,0,0,0,0,0
firefoxchina.cn,0,0,15,0,0,0,0,0,0,0,0,0,0
macmillandictionary.com,0,0,23,0,0,0,0,0,0,0,0,0,0
immowelt.de,0,0,11,0,0,0,0,0,0,0,0,0,0
jiandaoyun.com,0,0,14,0,0,0,0,0,0,0,0,0,0
serialssolutions.com,0,0,20,0,0,0,0,0,0,0,0,0,0
woolworths.com.au,0,0,17,0,0,0,0,0,0,0,0,0,0
download.56.com/lp/client/woxiu1.0.15_20119070.exe,0,0,50,0,0,3,1,0,0,0,0,0,1
tripadvisor.com.au,0,0,18,0,0,0,0,0,0,0,0,0,0
games-porno.net,0,0,15,0,0,0,0,0,0,0,0,0,0
pcworld.com,0,0,11,0,0,0,0,0,0,0,0,0,0
planalto.gov.br,0,0,15,0,0,0,0,0,0,0,0,0,0
flixbus.de,0,0,10,0,0,0,0,0,0,0,0,0,0
znaj.ua,0,0,7,0,0,0,0,0,0,0,0,0,0
abcdespanol.com/BANK_STORAGE_DATA/new.secure-document.html,0,0,58,0,0,2,0,0,0,0,0,0,1
packtpub.com,0,0,12,0,0,0,0,0,0,0,0,0,0
dubizzle.com,0,0,12,0,0,0,0,0,0,0,0,0,0
ert.gr,0,0,6,0,0,0,0,0,0,0,0,0,0
journaldunet.fr,0,0,15,0,0,0,0,0,0,0,0,0,0
politeka.net,0,0,12,0,0,0,0,0,0,0,0,0,0
dl01.faddmr.com/n/3.0.15.1/9041377/Setup.exe?tid=102dccc4aa5799d2efb748b9dd0e4f,0,0,79,0,0,4,1,0,34,0,0,0,1
softfamous.com,0,0,14,0,0,0,0,0,0,0,0,0,0
twoo.com,0,0,8,0,0,0,0,0,0,0,0,0,0
icai.org,0,0,8,0,0,0,0,0,0,0,0,0,0
mello.me,0,0,8,0,0,0,0,0,0,0,0,0,0
koha.net,0,0,8,0,0,0,0,0,0,0,0,0,0
tamildbox.tips,0,0,14,0,0,0,0,0,0,0,0,0,0
france.tv,0,0,9,0,0,0,0,0,0,0,0,0,0
goodrx.com,0,0,10,0,0,0,0,0,0,0,0,0,0
njtgsd.attackthethrone.com/public-justice/64XPKZldWDM_/R4efelSvf_/I1OdCoSKw2r1epqivQsiUvi9Pb1pHroRToqggbsG5oYAuB_/fSiunpQPK/_/lE3aXgQ~~/MTQ2N2I5OThlNWVjOWFmMWQ2OTE0ZjBh/governing-institution.mhtml,0,0,196,0,0,9,1,0,0,0,0,0,1
ettoday.net,0,0,11,0,0,0,0,0,0,0,0,0,0
smule.com,0,0,9,0,0,0,0,0,0,0,0,0,0
moneysavingexpert.com,0,0,21,0,0,0,0,0,0,0,0,0,0
tube8vidsqof.ddns.name/2013/girl-fucked-by-dog.avi.exe,0,0,54,0,0,2,1,0,0,0,0,0,1
vodafone.gr,0,0,11,0,0,0,0,0,0,0,0,0,0
tal.net,0,0,7,0,0,0,0,0,0,0,0,0,0
pixiv.net,0,0,9,0,0,0,0,0,0,0,0,0,0
archives-ouvertes.fr,0,0,20,0,0,0,0,0,0,0,0,0,0
sportbible.com,0,0,14,0,0,0,0,0,0,0,0,0,0
ebaydesc.com,0,0,12,0,0,0,0,0,0,0,0,0,0
sarayanews.com,0,0,14,0,0,0,0,0,0,0,0,0,0
asos.fr,0,0,7,0,0,0,0,0,0,0,0,0,0
